volume_rolling_avg_16_beats
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1319090,478
1324445,012
1324581,155
1325242,524
1324301,525
1324345,779
1323499,932
1322773,182
1323103,225
1324779,068
1322584,671
1320120,975
1319026,001
1318579,328
1321308,866
1325047,017
1325248,901
1328273,356
1331668,627
1333454,83
1333712,16
1333056,429
1332836,121
1332758,936
1332868,152
1333125,231
1332721,076
1332311,009
1332940,714
1334226,869
1334597,698
1334748,339
1335747,614
1336436,896
1336442,183
1336468,617
1336576,334
1336601,494
1336427,304
1337043,117
1336682,72
1336521,369
1336444,163
1336070,201
1335928,764
1335897,927
1335497,178
1335900,094
1335771,063
1336517,07
1336460,916
1336517,967
1336499,172
1336641,396
1335807,693
1336022,437
1335715,962
1335393,594
1335630,734
1336321,262
1336425,84
1336359,545
1336136,938
1334928,514
1335348,818
1335080,996
1335034,988
1335134,583
1335342,217
1335606,296
1335585,322
1335482,314
1332450,379
1331624,284
1331711,753
1330867,535
1323177,497
1322161,048
1315808,096
1253305,927
1220467,868
1213643,046
1183432,218
1152298,459
1153228,107
1139389,789
1133024,004
1110712,556
1100710,196
1098348,109
1088387,975
1071781,595
1071221,289
1074285,803
1074699,214
1073942,863
1069784,399
1068741,21
1063881,994
1056110,633
1056835,597
1054800,808
1052324,275
1052421,851
1051166,232
1047691,383
1047338,451
1046169,698
1046309,275
1045137,597
1042056,897
1038869,757
1037943,112
1023696,734
1023113,283
1019594,787
1015194,603
1014906,848
1011869,147
1011667,082
1013297,166
1012853,065
1007669,786
1006951,5
1007481,223
1007075,355
1008762,211
1007966,385
1008419,106
1005138,167
1005716,46
1006381,849
1005850,072
1005965,596
1005955,794
