volume_rolling_volatility_4_beats_div_e10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1331,488673
1331,007423
1330,762249
1331,286806
1349,765214
1350,113462
1351,685044
1351,724496
1350,81675
1519,285227
1520,26537
1521,105847
1532,836152
1532,834552
1532,797842
1532,438612
1532,071645
1530,716505
1529,826361
1528,814958
1528,174059
1528,222301
1528,100317
1527,785246
1527,643715
1527,486665
1526,885547
1526,676471
1525,90957
1524,792691
1524,634585
1523,346724
1522,352833
1520,908631
1520,326703
1520,254337
1519,855525
1518,194762
1517,759119
1516,461993
1515,631961
1515,098797
1514,689828
1514,341553
1514,331503
1515,343658
1514,075399
1513,614347
1512,250982
1512,267951
1511,779243
1511,330643
1510,807013
1510,863399
1511,462214
1511,547531
1511,640697
1511,900172
1511,347654
1510,186363
1510,176579
1510,103321
1509,749847
1510,819444
1510,414638
1509,699268
1509,051413
1508,781696
1508,007452
1507,817519
1507,37956
1507,129858
1508,404715
1507,467223
1505,086199
1505,827801
1503,74096
1504,223893
1503,75442
871,381527
722,9141106
720,6576016
598,0479924
463,3590255
463,5258361
442,5024729
439,9446481
374,576041
364,7751189
365,2533252
354,9312441
319,0592236
318,4818079
325,050566
325,0664461
325,8263453
324,9762526
325,4289528
323,8393056
312,5370813
312,7700931
313,3492466
313,6583499
313,5358727
313,8158028
313,5433889
313,556459
313,8221695
313,8141381
314,3091525
314,3331831
314,2764582
314,4799534
288,5739206
288,523397
287,6711751
286,1541698
286,3548556
286,1642126
286,3209879
286,3452181
286,5599054
284,5947224
284,5457298
284,2587705
284,1407694
351,8887038
359,5170149
359,5531237
359,2432854
359,203745
358,8445572
359,2489067
358,9291125
358,562795
358,4029215
358,1591719
358,4491406
358,706854
358,737672
358,5918531
358,6474699
360,074659
359,1631269
359,2865727
359,286196
359,2412375
359,4537192
360,6308322
358,6364703
358,5651198
359,2910443
359,3366011
359,6236864
359,8912167
359,5126147
359,7442397
359,7266233
359,74482
359,8869842
359,9270146
359,9432644
359,6199661
359,6115949
359,4311049
359,6476775
359,7298582
359,9576636
360,1853806
360,2141167
360,233857
360,4643653
360,4514749
360,3307537
337,692679
337,5888264
334,6845883
333,1865009
333,3814623
147,213545
147,3488588
147,3593085
130,3902905
130,5104725
131,2107317
130,6590093
130,5809861
130,971188
129,8921461
129,9198726
127,4856327
127,4615546
127,490348
127,4965376
124,377236
124,3997917
124,3430586
124,3284889
124,448947
124,1787464
124,1090692
123,3279524
122,8518014
122,8684258
122,9001648
122,8974268
122,9729147
122,6773218
122,7686458
122,5764219
122,6716595
122,7147868
122,7416736
122,9015809
122,8906539
122,934637
122,6680149
122,7335615
122,656001
122,5319285
122,5630648
122,7134474
122,7913035
122,772122
122,7186023
122,6390049
123,5248503
123,5712341
123,6580254
123,6509751
123,5453072
123,4527178
123,5626929
123,5080548
125,764506
125,9486702
126,1118081
126,0615507
126,24932
126,122752
126,0771531
126,0955597
126,2007518
125,8587875
125,802761
125,7962289
125,8347115
125,9470869
126,1458715
126,1292965
126,1052864
126,0393788
126,0334477
126,139268
126,225351
126,2413029
126,1968954
126,0570188
126,0634493
126,0580154
126,2577918
126,3037939
126,2788217
116,3237013
116,3388715
114,944004
115,0705848
115,0274699
115,2541682
115,3595438
115,3484436
114,2315926
114,1939196
114,1936336
113,5371829
113,5692154
114,2266107
113,6050075
113,634107
112,7001929
112,7668341
112,718412
113,2167927
113,2463007
113,2593498
113,2343967
113,2880331
113,2483888
113,3454353
113,3323504
113,4167237
113,4382874
113,4455846
113,5210441
113,4785113
113,6328374
41,24891826
31,52980822
31,60139391
28,26836178
28,29338814
28,04276465
26,69371222
26,76382395
26,91215486
26,85489255
26,86068246
26,86855423
26,82961228
26,83509203
